"Artist","Track","Album","Track Number","Year"
"Artas","The Grin Behind The Mirror-Part 1","Riotology","8","2011"
"Artas","Gipfelstürmer-Part 2","Riotology","9","2011"
"Artas","Le Saboteur","Riotology","10","2011"
"Artas","Mediafada","Riotology","11","2011"
"Artas","O5","Riotology","12","2011"
"Artas","Ashes Of Failure","Riotology","13","2011"
"Artas","Between Poets And Murderers","Riotology","14","2011"
"Artas","A Martyr's Dawn","Riotology","15","2011"
"Artas","Surrounded By Darkness We Are Able To See The Stars....","Riotology","16","2011"
"Artas","Barboss","The Healing","1","2008"
"Artas","Bastardo","The Healing","2","2008"
"Artas","Fick Das Fett","The Healing","3","2008"
"Artas","The Healing","The Healing","4","2008"
"Artas","Kontrol","The Healing","5","2008"
"Artas","Rhagenfels","The Healing","6","2008"
"Artas","Through Dark Gates","The Healing","7","2008"
"Artas","Blut","The Healing","8","2008"
"Artas","Gangsta Paradise","The Healing","9","2008"
"Artas","The Butchers Guilt","The Healing","10","2008"
"Artas","Form Dirt We Will Rise","The Healing","11","2008"
"Artas","A Song of Ice and Fire","The Healing","12","2008"
"Artas","I Am Your Judgement Day","The Healing","13","2008"
"As I Lay Dying","Seperation","An Ocean Between Us","1","2007"
"As I Lay Dying","Nothing Left","An Ocean Between Us","2","2007"
"As I Lay Dying","An Ocean Between Us","An Ocean Between Us","3","2007"
"As I Lay Dying","Within Destruction","An Ocean Between Us","4","2007"
"As I Lay Dying","Forsaken","An Ocean Between Us","5","2007"
"As I Lay Dying","Comfort Betrays","An Ocean Between Us","6","2007"
"As I Lay Dying","I Never Wanted","An Ocean Between Us","7","2007"
"As I Lay Dying","Bury Us All","An Ocean Between Us","8","2007"
"As I Lay Dying","The Sound of Truth","An Ocean Between Us","9","2007"
"As I Lay Dying","Departed","An Ocean Between Us","10","2007"
"As I Lay Dying","Wrath Upon Ourselves","An Ocean Between Us","11","2007"
"As I Lay Dying","This is Who We Are","An Ocean Between Us","12","2007"
"As I Lay Dying","Meaning In Tragedy","Shadows Are Security","1","2005"
"As I Lay Dying","Confined","Shadows Are Security","2","2005"
"As I Lay Dying","Losing Sight","Shadows Are Security","3","2005"
"As I Lay Dying","The Darkest Nights","Shadows Are Security","4","2005"
"As I Lay Dying","Empty Hearts","Shadows Are Security","5","2005"
"As I Lay Dying","Reflection","Shadows Are Security","6","2005"
"As I Lay Dying","Repeating Yesterday","Shadows Are Security","7","2005"
"As I Lay Dying","Through Struggle","Shadows Are Security","8","2005"
"As I Lay Dying","The Truth Of My Perception","Shadows Are Security","9","2005"
"As I Lay Dying","Control Is Dead","Shadows Are Security","10","2005"
"As I Lay Dying","Morning Waits","Shadows Are Security","11","2005"
"As I Lay Dying","Illusions","Shadows Are Security","12","2005"
"Asguard","From Chaotic Memory","Dreamslave... Awakening","1","2007"
"Asguard","Something In The Past","Dreamslave... Awakening","2","2007"
"Asguard","In Two Time","Dreamslave... Awakening","3","2007"
"Asguard","Rebellion","Dreamslave... Awakening","4","2007"
"Asguard","Buried Alive","Dreamslave... Awakening","5","2007"
"Asguard","Awakening...","Dreamslave... Awakening","6","2007"
"Asguard","Like Fallen Stars","Dreamslave... Awakening","7","2007"
"Asguard","Where Everything Was Different","Dreamslave... Awakening","8","2007"
"Asguard","November Night","Dreamslave... Awakening","9","2007"
"Asguard","Disappearing In The Dark","Dreamslave... Awakening","10","2007"
"Asguard","From The Abyss To Misty Heaven","Dreamslave... Awakening","11","2007"
"Asguard","Broken Dreams","Dreamslave... Awakening","12","2007"
"Asguard","Golden Age (Kreator Cover)","Dreamslave... Awakening","13","2007"
"Asguard","Run Through The Night (Accept Cover)","Dreamslave... Awakening","14","2007"
"Ashes Of Erin","This Somber Eve","Ashes Of Erin, This Somber Eve","1","2009"
"Ashes Of Erin","I","Ashes Of Erin, This Somber Eve","2","2009"
"Ashes Of Erin","Dead Fish","Ashes Of Erin, This Somber Eve","3","2009"
"Ashes Of Erin","Abnormal Drifter","Ashes Of Erin, This Somber Eve","4","2009"
"Ashes Of Erin","Denounce The Air","Ashes Of Erin, This Somber Eve","5","2009"
"Ashes Of Erin","One Pill Kill","Ashes Of Erin, This Somber Eve","6","2009"
"Ashes Of Erin","Stench of Deceit","Ashes Of Erin, This Somber Eve","7","2009"
"Ashes Of Erin","Heavy Water","Ashes Of Erin, This Somber Eve","8","2009"
"Ashes Of Erin","Distorted Revelation","Ashes Of Erin, This Somber Eve","9","2009"
"Ashes Of Erin","Kiss Of Death","Ashes Of Erin, This Somber Eve","10","2009"
"At Dawn","Campion's Escape","Rapture","1","2009"
"At Dawn","Project Blue","Rapture","2","2009"
"At Dawn","Rapture","Rapture","3","2009"
"At Dawn","Damaged Consciousness","Rapture","4","2009"
"At Dawn","The Beyond","Rapture","5","2009"
"At Dawn","Stormrider","Rapture","6","2009"
"At Dawn","Empire of Ash","Rapture","7","2009"
"At Dawn","Creating Through Destruction","Rapture","8","2009"
"At the Gates","Blinded by Fear","Slaughter of the Soul","1","1995"
"At the Gates","Slaughter of the Soul","Slaughter of the Soul","2","1995"
"At the Gates","Cold","Slaughter of the Soul","3","1995"
"At the Gates","Under a Serpent Sun","Slaughter of the Soul","4","1995"
"At the Gates","Into the Dead Sky","Slaughter of the Soul","5","1995"
"At the Gates","Suicide Nation","Slaughter of the Soul","6","1995"
"At the Gates","World of Lies","Slaughter of the Soul","7","1995"
"At the Gates","Unto Others","Slaughter of the Soul","8","1995"
"At the Gates","Nausea","Slaughter of the Soul","9","1995"
"At the Gates","Need","Slaughter of the Soul","10","1995"
"At the Gates","The Flames of the End","Slaughter of the Soul","11","1995"
"At The Gates","The Swarm","Terminal Spirit Disease","1","1994"
"At The Gates","Terminal Spirit Disease","Terminal Spirit Disease","2","1994"
"At The Gates","And The World Returned","Terminal Spirit Disease","3","1994"
"At The Gates","Forever Blind","Terminal Spirit Disease","4","1994"
"At The Gates","The Fevered Circle","Terminal Spirit Disease","5","1994"
"At The Gates","The Beautiful Wound","Terminal Spirit Disease","6","1994"
"At The Gates","All Life Ends (Live)","Terminal Spirit Disease","7","1994"
"At The Gates","The Burning Darkness (Live)","Terminal Spirit Disease","8","1994"
"At The Gates","Kingdom Gone (Live)","Terminal Spirit Disease","9","1994"
"At The Gates","The Red In The Sky Is Ours - The Season To Come","The Red In The Sky Is Ours","1","2001"
"At The Gates","Kingdom Gone","The Red In The Sky Is Ours","2","2001"
"At The Gates","Through Gardens Of Grief","The Red In The Sky Is Ours","3","2001"
"At The Gates","Within","The Red In The Sky Is Ours","4","2001"
"At The Gates","Windows","The Red In The Sky Is Ours","5","2001"
"At The Gates","Claws Of Laughter Dead","The Red In The Sky Is Ours","6","2001"
"At The Gates","Neverwhere","The Red In The Sky Is Ours","7","2001"
"At The Gates","The Scar","The Red In The Sky Is Ours","8","2001"
"At The Gates","Night Comes, Blood Black","The Red In The Sky Is Ours","9","2001"
"At The Gates","City Of Screaming Statues","The Red In The Sky Is Ours","10","2001"
"At the Gates","Beyond Good And Evil","With Fear I Kiss the Burning Darkness","1","1993"
"At the Gates","Raped By The Light Of Christ","With Fear I Kiss the Burning Darkness","2","1993"
"At the Gates","The Break Of Autumn","With Fear I Kiss the Burning Darkness","3","1993"
"At the Gates","Non-Divine","With Fear I Kiss the Burning Darkness","4","1993"
"At the Gates","Primal Breath","With Fear I Kiss the Burning Darkness","5","1993"
"At the Gates","The Architects","With Fear I Kiss the Burning Darkness","6","1993"
"At the Gates","Stardrowned","With Fear I Kiss the Burning Darkness","7","1993"
"At the Gates","Blood Of The Sunsets","With Fear I Kiss the Burning Darkness","8","1993"
"At the Gates","The Burning Darkness","With Fear I Kiss the Burning Darkness","9","1993"
"At the Gates","Ever-Opening Flower","With Fear I Kiss the Burning Darkness","10","1993"
"At the Gates","Through The Red","With Fear I Kiss the Burning Darkness","11","1993"
"Atvena's Wake","In The Absence Of The Dreamwalkers","Atvena's Wake","1","2010"
"Atvena's Wake","Dawn And Perish","Atvena's Wake","2","2010"
"Atvena's Wake","Blood Countess","Atvena's Wake","3","2010"
"Atvena's Wake","This Misconception Undefined","Atvena's Wake","4","2010"
"Atvena's Wake","Sands Through The Hourglass","Atvena's Wake","5","2010"
"Atvena's Wake","Looks Like Tragedy","Atvena's Wake","6","2010"
"Atvena's Wake","Which Led To Bloodshed","Atvena's Wake","7","2010"
"Atvena's Wake","These Dying Words","Atvena's Wake","8","2010"
"Atvena's Wake","Blood Countess Pt.II","Atvena's Wake","9","2010"
"Augury","Aetheral","Fragmentary Evidence","1","2009"
"Augury","Simian cattle","Fragmentary Evidence","2","2009"
"Augury","Orphans of living","Fragmentary Evidence","3","2009"
"Augury","Jupiter to ignite","Fragmentary Evidence","4","2009"
"Augury","Sovereigns unknown","Fragmentary Evidence","5","2009"
"Augury","Skyless","Fragmentary Evidence","6","2009"
"Augury","Faith puppeteers","Fragmentary Evidence","7","2009"
"Augury","Brimstone landscapes","Fragmentary Evidence","8","2009"
"Augury","Oversee the rebirth","Fragmentary Evidence","9","2009"
"August Burns Red","Thirty And Seven","Constellations","1","2009"
"August Burns Red","Existence","Constellations","2","2009"
"August Burns Red","Ocean Of Apathy","Constellations","3","2009"
"August Burns Red","White Washed","Constellations","4","2009"
"August Burns Red","Marianas Trench","Constellations","5","2009"
"August Burns Red","The Escape Artist","Constellations","6","2009"
"August Burns Red","Indonesia","Constellations","7","2009"
"August Burns Red","Paradox","Constellations","8","2009"
"August Burns Red","Meridian","Constellations","9","2009"
"August Burns Red","Rationalist","Constellations","10","2009"
"August Burns Red","Meddler","Constellations","11","2009"
"August Burns Red","Crusades","Constellations","12","2009"
"August Burns Red","The Truth Of A Liar","Messengers","1","2007"
"August Burns Red","Up Against The Ropes","Messengers","2","2007"
"August Burns Red","Back Burner","Messengers","3","2007"
"August Burns Red","The Blinding Light","Messengers","4","2007"
"August Burns Red","Composure","Messengers","5","2007"
"August Burns Red","Vital Signs","Messengers","6","2007"
"August Burns Red","The Eleventh Hour","Messengers","7","2007"
"August Burns Red","The Balance","Messengers","8","2007"
"August Burns Red","Black Sheep","Messengers","9","2007"
"August Burns Red","An American Dream","Messengers","10","2007"
"August Burns Red","Redemption","Messengers","11","2007"
"August Burns Red","Your Little Suburbia Is In Ruins","Thrill Seeker","1","2005"
"August Burns Red","Speech Impediment","Thrill Seeker","2","2005"
"August Burns Red","Endorphins","Thrill Seeker","3","2005"
"August Burns Red","Too Late For Roses","Thrill Seeker","4","2005"
"August Burns Red","Barbarian","Thrill Seeker","5","2005"
"August Burns Red","The Reflective Property","Thrill Seeker","6","2005"
"August Burns Red","A Wish Full Of Dreams","Thrill Seeker","7","2005"
"August Burns Red","Consumer","Thrill Seeker","8","2005"
"August Burns Red","A Shot Below The Belt","Thrill Seeker","9","2005"
"August Burns Red","Eve Of The End","Thrill Seeker","10","2005"
"August Burns Red","The Seventh Trumpet","Thrill Seeker","11","2005"
"Avatar","Queen of Blades","Avatar","1","2009"
"Avatar","The Great Pretender","Avatar","2","2009"
"Avatar","Shattered Wings","Avatar","3","2009"
"Avatar","Reload","Avatar","4","2009"
"Avatar","Out of Our Minds","Avatar","5","2009"
"Avatar","Deeper Down","Avatar","6","2009"
"Avatar","Revolution of Two","Avatar","7","2009"
"Avatar","Roadkill","Avatar","8","2009"
"Avatar","Pigfucker","Avatar","9","2009"
"Avatar","Lullaby (Death All Over)","Avatar","10","2009"
"Avatar","Schlacht","Schlacht","1","2007"
"Avatar","Wildflower","Schlacht","2","2007"
"Avatar","All Which Is Black","Schlacht","3","2007"
"Avatar","4 Am Breakdown","Schlacht","4","2007"
"Avatar","As It Is","Schlacht","5","2007"
"Avatar","All Hail The Queen","Schlacht","6","2007"
"Avatar","When Your Darkest Hour Comes","Schlacht","7","2007"
"Avatar","I Still Hate You","Schlacht","8","2007"
"Avatar","One/One/One/Three","Schlacht","9","2007"
"Avatar","Die With Me","Schlacht","10","2007"
"Avatar","The End Of Our Ride","Schlacht","11","2007"
"Avatar","Letters From Neverend","Schlacht","12","2007"
"Avatar","To Kill a King","Subjects of the Same Suffering","1","2010"
"Avatar","Neverending Eclipse","Subjects of the Same Suffering","2","2010"
"Avatar","The Psycho Ballet","Subjects of the Same Suffering","3","2010"
"Avatar","My Fortress is Down","Subjects of the Same Suffering","4","2010"
"Avatar","Pendulum","Subjects of the Same Suffering","5","2010"
"Avatar","Blood Fountains","Subjects of the Same Suffering","6","2010"
"Avatar","The Smile of the Bell Ringer","Subjects of the Same Suffering","7","2010"
"Avatar","Unborn Progenies","Subjects of the Same Suffering","8","2010"
"Avatar","The Great Pretender","The Great Pretender","1","2009"
"Avatar","Revolution of Two","The Great Pretender","2","2009"
"Baptized In Blood","Up Shirts Down Skirts","Gutterbound","1","2009"
"Baptized In Blood","Go It Alone","Gutterbound","2","2009"
"Baptized In Blood","Lightning Speed","Gutterbound","3","2009"
"Baptized In Blood","Down And Out","Gutterbound","4","2009"
"Baptized In Blood","Next Stop Hollywood","Gutterbound","5","2009"
"Baptized In Blood","Blue Oyster","Gutterbound","6","2009"
"Baptized In Blood","RATTtails and Rainbows","Gutterbound","7","2009"
"Baptized In Blood","Destroy All Humans","Gutterbound","8","2009"
"Baptized In Blood","Kickin' Ass And Takin' The Blame","Gutterbound","9","2009"
"Baptized In Blood","Only Time Will Tell","Gutterbound","10","2009"
"Barren Earth","Curse Of The Red River","Curse Of The Red River","1","2010"
"Barren Earth","Our Twilight","Curse Of The Red River","2","2010"
"Barren Earth","Forlorn Waves","Curse Of The Red River","3","2010"
"Barren Earth","Flicker","Curse Of The Red River","4","2010"
"Barren Earth","The Leer","Curse Of The Red River","5","2010"
"Barren Earth","The Ritual Of Dawn","Curse Of The Red River","6","2010"
"Barren Earth","Ere All Perish","Curse Of The Red River","7","2010"
"Barren Earth","Cold Earth Chamber","Curse Of The Red River","8","2010"
"Barren Earth","Deserted Morrows","Curse Of The Red River","9","2010"
"Barren Earth","Our twilight","Our Twilight","1","2009"
"Barren Earth","Jewel","Our Twilight","2","2009"
"Barren Earth","The flame of serenity","Our Twilight","3","2009"
"Barren Earth","Floodred","Our Twilight","4","2009"
"Barren Earth","Passing Of The Crimson Shadows","The Devil's Resolve","1","2012"
"Barren Earth","The Rains Begin","The Devil's Resolve","2","2012"
"Barren Earth","Vintage Warlords","The Devil's Resolve","3","2012"
"Barren Earth","As It Is Written","The Devil's Resolve","4","2012"
"Barren Earth","The Dead Exiles","The Devil's Resolve","5","2012"
"Barren Earth","Oriental Pyre","The Devil's Resolve","6","2012"
"Barren Earth","White Fields","The Devil's Resolve","7","2012"
"Barren Earth","Where All Stories End","The Devil's Resolve","8","2012"
"Barren Earth","Martyrs Of Devotion (Bonus Track)","The Devil's Resolve","9","2012"
"Barren Earth","World In Haze (Bonus Track)","The Devil's Resolve","10","2012"
"Bathory","Storm of Damnation (intro)","Bathory","1","1984"
"Bathory","Hades","Bathory","2","1984"
"Bathory","Reaper","Bathory","3","1984"
"Bathory","Necromansy","Bathory","4","1984"
"Bathory","Sacrifice","Bathory","5","1984"
"Bathory","In Conspiracy With Satan","Bathory","6","1984"
"Bathory","Armageddon","Bathory","7","1984"
"Bathory","Raise the Dead","Bathory","8","1984"
"Bathory","War","Bathory","9","1984"
"Bathory","[untitled]","Bathory","10","1984"
"Bathory","Odens Ride Over Nordland","Blood Fire Death","1","1988"
"Bathory","A Fine Day to Die","Blood Fire Death","2","1988"
"Bathory","The Golden Walls of Heaven","Blood Fire Death","3","1988"
"Bathory","Pace 'till Death","Blood Fire Death","4","1988"
"Bathory","Holocaust","Blood Fire Death","5","1988"
"Bathory","For All Those Who Died","Blood Fire Death","6","1988"
"Bathory","Dies Irae","Blood Fire Death","7","1988"
"Bathory","Blood Fire Death","Blood Fire Death","8","1988"
"Bathory","[untitled]","Blood Fire Death","9","1988"
"Bathory","Intro","Blood on Ice","1","1996"
"Bathory","Blood on Ice","Blood on Ice","2","1996"
"Bathory","Man of Iron","Blood on Ice","3","1996"
"Bathory","One Eyed Old Man","Blood on Ice","4","1996"
